sample_idx,frame_idx,t_sec,speed_kph_raw,ocr_raw
220,440,13.206955555555556,2.0,2
221,442,13.240066666666667,2.0,2
222,444,13.271,2.0,2
223,446,13.306411111111112,2.0,2
224,448,13.33978888888889,2.0,2
225,450,13.371655555555556,2.0,2
226,452,13.40638888888889,2.0,2
227,454,13.441622222222223,2.0,2
228,456,13.471611111111113,2.0,2
229,458,13.503222222222222,2.0,2
230,460,13.53817777777778,2.0,2
231,462,13.571222222222223,2.0,2
232,464,13.603933333333334,2.0,2
233,466,13.636877777777778,2.0,2
234,468,13.669044444444445,2.0,2
235,470,13.703033333333334,2.0,2
236,472,13.736866666666668,2.0,2
237,474,13.768622222222223,2.0,2
238,476,13.802511111111112,2.0,2
239,478,13.83617777777778,2.0,2
240,480,13.868166666666667,2.0,2
241,482,13.903966666666667,2.0,2
242,484,13.9357,2.0,2
243,486,13.968833333333334,2.0,2
244,488,14.002588888888889,2.0,2
245,490,14.035444444444446,2.0,2
246,492,14.068466666666668,2.0,2
247,494,14.10188888888889,2.0,2
248,496,14.134677777777778,2.0,2
249,498,14.168233333333333,2.0,2
250,500,14.201488888888889,2.0,2
251,502,14.234677777777778,2.0,2
252,504,14.267411111111112,2.0,2
253,506,14.300744444444446,2.0,2
254,508,14.334088888888889,2.0,2
255,510,14.368666666666668,2.0,2
256,512,14.399333333333335,2.0,2
257,514,14.433533333333335,,
258,516,14.469088888888889,,
259,518,14.501222222222223,,
260,520,14.533944444444446,,
261,522,14.56868888888889,,
262,524,14.599911111111112,,
263,526,14.634677777777778,,
264,528,14.669033333333335,,
265,530,14.699722222222222,,
266,532,14.732422222222223,,
267,534,14.766433333333334,,
268,536,14.799255555555556,,
269,538,14.83208888888889,,
270,540,14.865755555555555,,
271,542,14.901511111111112,,
272,544,14.9319,,
273,546,14.965244444444446,1.0,1
274,548,14.998266666666668,7.0,7
275,550,15.0303,7.0,7
276,552,15.066522222222224,7.0,7
277,554,15.0997,7.0,7
278,556,15.129555555555557,,
279,558,15.164100000000001,,
280,560,15.197600000000001,2.0,2
281,562,15.2308,,
282,564,15.266011111111112,,
283,566,15.296633333333334,,
284,568,15.328177777777778,,
285,570,15.363755555555556,2.0,2
286,572,15.399711111111111,,
287,574,15.428044444444446,,
288,576,15.462277777777778,2.0,2
289,578,15.694944444444445,,
290,580,15.944055555555556,,
291,582,16.09241111111111,,
292,584,16.22532222222222,,
293,586,16.845744444444446,,
294,588,16.883522222222222,,
295,590,16.920355555555556,0.0,0
296,592,16.95178888888889,,
297,594,16.985544444444447,,
298,596,17.018133333333335,,
299,598,17.052033333333334,,
300,600,17.085222222222225,,
301,602,17.11768888888889,,
302,604,17.151877777777777,,
303,606,17.185077777777778,,
304,608,17.21771111111111,,
305,610,17.253788888888888,,
306,612,17.28487777777778,,
307,614,17.316866666666666,,
308,616,17.352311111111113,,
309,618,17.385622222222224,,
310,620,17.419777777777778,,
311,622,17.451822222222223,,
312,624,17.486455555555555,,
313,626,17.518855555555557,,
314,628,17.551222222222222,,
315,630,17.58492222222222,,
316,632,17.61861111111111,,
317,634,17.65178888888889,,
318,636,17.68498888888889,,
319,638,17.717755555555556,,
320,640,17.750688888888888,2.0,2
321,642,17.784655555555556,,
322,644,17.817811111111112,,
323,646,17.85086666666667,,
324,648,17.883144444444444,,
325,650,17.916411111111113,,
326,652,17.947766666666666,,
327,654,17.982322222222223,2.0,2
328,656,18.016366666666666,,
329,658,18.047666666666668,,
330,660,18.08207777777778,,
331,662,18.114655555555558,,
332,664,18.14898888888889,,
333,666,18.182355555555556,,
334,668,18.21618888888889,,
335,670,18.246233333333333,2.0,2
336,672,18.2793,2.0,2
337,674,18.31867777777778,2.0,2
338,676,18.346855555555557,2.0,2
339,678,18.3806,2.0,2
340,680,18.41468888888889,2.0,2
341,682,18.445933333333333,2.0,2
342,684,18.481811111111114,2.0,2
343,686,18.514577777777777,2.0,2
344,688,18.5453,2.0,2
345,690,18.581488888888888,2.0,2
346,692,18.615655555555556,2.0,2
347,694,18.64708888888889,2.0,2
348,696,18.6807,2.0,2
349,698,18.713822222222223,2.0,2
350,700,18.74541111111111,2.0,2
351,702,18.779344444444444,2.0,2
352,704,18.813522222222222,2.0,2
353,706,18.8455,2.0,2
354,708,18.88367777777778,2.0,2
355,710,18.916855555555557,2.0,2
356,712,18.943855555555558,2.0,2
357,714,18.980544444444444,2.0,2
358,716,19.013522222222225,2.0,2
359,718,19.043422222222222,,
360,720,19.079844444444447,,
361,722,19.110222222222223,,
362,724,19.143544444444444,,
363,726,19.179733333333335,,
364,728,19.212666666666667,,
365,730,19.244555555555557,,
366,732,19.27877777777778,,
367,734,19.308444444444444,,
368,736,19.343411111111113,,
369,738,19.3776,,
370,740,19.41027777777778,,
371,742,19.44318888888889,,
372,744,19.476311111111112,,
373,746,19.5104,,
374,748,19.54148888888889,2.0,2
375,750,19.576866666666668,2.0,2
376,752,19.609733333333335,2.0,2
377,754,19.64378888888889,2.0,2
378,756,19.67531111111111,2.0,2
379,758,19.709211111111113,2.0,2
380,760,19.742455555555555,2.0,2
381,762,19.774411111111114,2.0,2
382,764,19.808711111111112,2.0,2
383,766,19.841355555555555,2.0,2
384,768,19.87507777777778,2.0,2
385,770,19.905977777777778,2.0,2
386,772,19.939211111111113,2.0,2
387,774,19.9725,,
388,776,20.006677777777778,,
389,778,20.0412,,
390,780,20.074166666666667,,
391,782,20.107666666666667,29.0,29
392,784,20.13827777777778,3.0,3
393,786,20.17357777777778,3.0,3
394,788,20.20818888888889,5.0,5
395,790,20.2401,5.0,5
396,792,20.272744444444445,,
397,794,20.306655555555558,3.0,3
398,796,20.33998888888889,5.0,5
399,798,20.370844444444444,5.0,5
400,800,20.406011111111113,,
401,802,20.440344444444445,,
402,804,20.4706,,
403,806,20.505566666666667,,
404,808,20.53898888888889,,
405,810,20.56951111111111,5.0,5
406,812,20.603711111111114,5.0,5
407,814,20.63748888888889,5.0,5
408,816,20.671611111111112,5.0,5
409,818,20.70557777777778,5.0,5
410,820,20.73766666666667,5.0,5
411,822,20.768933333333333,5.0,5
412,824,20.803900000000002,5.0,5
413,826,20.836733333333335,5.0,5
414,828,20.870766666666672,5.0,5
415,830,20.903066666666668,5.0,5
416,832,20.93478888888889,5.0,5
417,834,20.9688,5.0,5
418,836,21.003733333333333,5.0,5
419,838,21.03798888888889,5.0,5
420,840,21.067955555555557,3.0,3
421,842,21.103733333333334,,
422,844,21.137522222222223,2.0,2
423,846,21.170166666666667,29.0,29
424,848,21.204233333333335,22.0,22
425,850,21.2378,22.0,22
426,852,21.26777777777778,2.0,2
427,854,21.301733333333335,22.0,22
428,856,21.3354,22.0,22
429,858,21.367744444444444,22.0,22
430,860,21.40186666666667,22.0,22
431,862,21.433844444444446,22.0,22
432,864,21.468122222222224,22.0,22
433,866,21.502255555555557,22.0,22
434,868,21.536022222222222,22.0,22
435,870,21.567600000000002,22.0,22
436,872,21.600044444444446,22.0,22
437,874,21.63222222222222,22.0,22
438,876,21.667733333333334,22.0,22
439,878,21.702922222222224,22.0,22
440,880,21.73467777777778,22.0,22
441,882,21.766644444444445,22.0,22
442,884,21.80038888888889,22.0,22
443,886,21.831333333333333,22.0,22
444,888,21.86547777777778,22.0,22
445,890,21.90031111111111,22.0,22
446,892,21.930422222222223,,
447,894,21.96458888888889,,
448,896,21.998322222222225,,
449,898,22.03021111111111,,
450,900,22.065844444444444,,
451,902,22.097966666666668,,
452,904,22.129222222222225,,
453,906,22.16578888888889,,
454,908,22.198744444444447,,
455,910,22.231733333333334,,
456,912,22.265844444444447,,
457,914,22.297044444444445,,
458,916,22.32888888888889,,
459,918,22.364766666666668,2.0,2
460,920,22.395677777777777,,
461,922,22.429533333333335,,
462,924,22.463611111111113,,
463,926,22.49448888888889,,
464,928,22.528722222222225,,
465,930,22.563044444444447,,
466,932,22.594611111111114,,
467,934,22.629655555555555,,
468,936,22.664422222222225,,
469,938,22.693166666666666,,
470,940,22.729766666666666,,
471,942,22.76172222222222,,
472,944,22.793655555555556,,
473,946,22.828655555555557,,
474,948,22.863100000000003,,
475,950,22.894111111111112,,
476,952,22.926644444444445,,
477,954,22.95988888888889,2.0,2
478,956,22.994577777777778,,
479,958,23.025255555555557,,
480,960,23.06058888888889,,
481,962,23.09497777777778,,
482,964,23.129344444444445,,
483,966,23.160444444444444,,
484,968,23.1938,,
485,970,23.227644444444447,,
486,972,23.260933333333334,,
487,974,23.291922222222222,,
488,976,23.326700000000002,,
489,978,23.360166666666668,,
490,980,23.390322222222224,2.0,2
491,982,23.4268,2.0,2
492,984,23.45948888888889,2.0,2
493,986,23.493066666666667,2.0,2
494,988,23.52658888888889,2.0,2
495,990,23.55856666666667,2.0,2
496,992,23.59156666666667,2.0,2
497,994,23.625722222222223,2.0,2
498,996,23.657522222222223,2.0,2
499,998,23.693,2.0,2
500,1000,23.7243,2.0,2
501,1002,23.75858888888889,2.0,2
502,1004,23.79067777777778,2.0,2
503,1006,23.823933333333333,2.0,2
504,1008,23.857677777777784,2.0,2
505,1010,23.89098888888889,2.0,2
506,1012,23.923855555555555,2.0,2
507,1014,23.955077777777777,9.0,9
508,1016,23.989733333333334,2.0,2
509,1018,24.022811111111114,2.0,2
510,1020,24.056544444444445,,
511,1022,24.090611111111112,,
512,1024,24.12098888888889,,
513,1026,24.156722222222225,,
514,1028,24.189644444444447,,
515,1030,24.223100000000002,,
516,1032,24.25483333333333,,
517,1034,24.288977777777777,,
518,1036,24.32178888888889,,
519,1038,24.355644444444447,,
520,1040,24.388833333333334,,
521,1042,24.419244444444445,24.0,24
522,1044,24.454644444444444,,
523,1046,24.48918888888889,24.0,24
524,1048,24.5193,,
525,1050,24.553811111111113,24.0,24
526,1052,24.587633333333333,,
527,1054,24.618144444444447,24.0,24
528,1056,24.651133333333334,,
529,1058,24.68878888888889,24.0,24
530,1060,24.72098888888889,,
531,1062,24.75178888888889,24.0,24
532,1064,24.788344444444444,,
533,1066,24.82168888888889,24.0,24
534,1068,24.853433333333335,,
535,1070,24.887955555555557,24.0,24
536,1072,24.920366666666666,,
537,1074,24.95578888888889,24.0,24
538,1076,24.98956666666667,,
539,1078,25.021755555555558,24.0,24
540,1080,25.05208888888889,2.0,2
541,1082,25.091533333333334,,
542,1084,25.11991111111111,,
543,1086,25.156022222222223,,
544,1088,25.186366666666668,,
545,1090,25.21908888888889,,
546,1092,25.25368888888889,9.0,9
547,1094,25.288622222222223,9.0,9
548,1096,25.32018888888889,,
549,1098,25.351922222222225,,
550,1100,25.3856,,
551,1102,25.422444444444444,,
552,1104,25.451255555555555,,
553,1106,25.48497777777778,,
554,1108,25.51912222222222,,
555,1110,25.551166666666667,,
556,1112,25.584222222222223,,
557,1114,25.617544444444444,,
558,1116,25.65107777777778,,
559,1118,25.687166666666666,,
560,1120,25.718666666666667,,
561,1122,25.750344444444444,,
562,1124,25.783744444444444,,
563,1126,25.81715555555556,,
564,1128,25.85,,
565,1130,25.884122222222224,,
566,1132,25.918566666666667,,
567,1134,25.982211111111113,,
568,1136,26.14888888888889,,
569,1138,26.812233333333335,,
570,1140,26.96946666666667,,
571,1142,27.159000000000002,,
572,1144,27.962933333333336,,
573,1146,28.001844444444444,0.0,0
574,1148,28.17087777777778,9.0,9
575,1150,28.370511111111114,,
576,1152,28.56875555555556,,
577,1154,28.767922222222225,,
578,1156,28.867755555555558,,
579,1158,28.980933333333336,,
580,1160,29.067233333333334,,
581,1162,29.266011111111112,,
582,1164,29.46618888888889,,
583,1166,29.665633333333336,,
584,1168,29.84688888888889,,
585,1170,29.960911111111113,,
586,1172,29.996022222222223,,
587,1174,30.16316666666667,3.0,3
588,1176,30.361844444444447,,
589,1178,30.577533333333335,,
590,1180,30.773733333333336,,
591,1182,30.888155555555556,,
592,1184,30.971255555555558,,
593,1186,31.024855555555558,,
594,1188,31.157322222222223,,
595,1190,31.257544444444445,,
596,1192,31.45697777777778,,
597,1194,31.65568888888889,,
598,1196,31.85668888888889,,
599,1198,31.959000000000003,,
600,1200,31.985533333333336,,
601,1202,32.15125555555556,,
602,1204,32.35155555555556,,
603,1206,32.45158888888889,,
604,1208,32.65027777777778,,
605,1210,32.850544444444445,,
606,1212,32.94873333333334,,
607,1214,32.998844444444444,,
608,1216,33.148922222222225,2.0,2
609,1218,33.34896666666667,,
610,1220,33.54788888888889,,
611,1222,33.74638888888889,,
612,1224,33.880811111111115,,
613,1226,33.976755555555556,,
614,1228,34.03238888888889,,
615,1230,34.158722222222224,,
616,1232,34.342600000000004,,
617,1234,34.543033333333334,,
618,1236,34.742422222222224,,
619,1238,34.89117777777778,,
620,1240,34.954344444444445,,
621,1242,34.98966666666667,,
622,1244,35.139155555555554,,
623,1246,35.338211111111114,,
624,1248,35.53828888888889,,
625,1250,35.68537777777778,,
626,1252,35.836111111111116,,
627,1254,35.93567777777778,,
628,1256,35.969544444444445,,
629,1258,36.03500000000001,,
630,1260,36.135200000000005,,
631,1262,36.33448888888889,,
632,1264,36.53396666666667,,
633,1266,36.63373333333333,,
634,1268,36.83593333333334,,
635,1270,36.939166666666665,,
636,1272,37.01467777777778,,
637,1274,37.04813333333333,,
638,1276,37.22927777777778,,
639,1278,37.425333333333334,,
640,1280,37.62641111111111,,
641,1282,37.82556666666667,,
642,1284,37.93522222222222,,
643,1286,37.99344444444445,,
644,1288,38.026,,
645,1290,38.22567777777778,,
646,1292,38.423011111111116,,
647,1294,38.62466666666667,,
648,1296,38.824466666666666,,
649,1298,38.95568888888889,,
650,1300,38.98988888888889,,
651,1302,39.12381111111111,,
652,1304,39.32287777777778,,
653,1306,39.520722222222226,,
654,1308,39.7214,,
655,1310,39.92155555555556,32.0,32
656,1312,40.001111111111115,,
657,1314,40.03366666666667,,
658,1316,40.11661111111111,,
659,1318,40.31788888888889,,
660,1320,40.51566666666667,,
661,1322,40.71452222222222,,
662,1324,40.9133,,
663,1326,40.94422222222222,,
664,1328,40.99995555555556,,
665,1330,41.112344444444446,,
666,1332,41.313044444444444,,
667,1334,41.51096666666667,,
668,1336,41.64328888888889,2.0,2
669,1338,41.76612222222222,,
670,1340,41.876155555555556,,
671,1342,41.93915555555556,,
672,1344,42.007422222222225,,
673,1346,42.05787777777778,,
674,1348,42.24556666666667,,
675,1350,42.44092222222223,,
676,1352,42.64477777777778,,
677,1354,42.8416,,
678,1356,42.987433333333335,,
679,1358,43.0372,,
680,1360,43.238033333333334,,
681,1362,43.43548888888889,,
682,1364,43.63517777777778,,
683,1366,43.75213333333333,,
684,1368,43.94735555555556,,
685,1370,43.98956666666667,,
686,1372,44.046400000000006,,
687,1374,44.13176666666667,,
688,1376,44.25085555555556,,
689,1378,44.43086666666667,,
690,1380,44.63296666666667,,
691,1382,44.83101111111111,,
692,1384,44.9621,,
693,1386,44.99455555555556,,
694,1388,45.12887777777778,,
695,1390,45.32808888888889,,
696,1392,45.5264,,
697,1394,45.72456666666667,,
698,1396,45.92327777777778,,
699,1398,45.95794444444444,,
700,1400,46.02294444444445,,
701,1402,46.22374444444445,,
702,1404,46.42165555555556,,
703,1406,46.5356,,
704,1408,46.71877777777778,,
705,1410,46.9196,,
706,1412,46.96664444444445,,
707,1414,47.0188,,
708,1416,47.219633333333334,,
709,1418,47.41841111111111,,
710,1420,47.617844444444444,,
711,1422,47.81867777777778,,
712,1424,47.965444444444444,,
713,1426,47.99675555555556,,
714,1428,48.11514444444445,,
715,1430,48.314911111111115,,
716,1432,48.5129,,
717,1434,48.71226666666667,,
718,1436,48.91205555555556,2.0,2
719,1438,48.97921111111111,,
720,1440,49.01105555555556,,
721,1442,49.11101111111111,,
722,1444,49.310811111111114,,
723,1446,49.361922222222226,,
724,1448,49.475,,
725,1450,49.60727777777778,,
726,1452,49.709722222222226,,
727,1454,49.84075555555556,,
728,1456,49.892744444444446,,
729,1458,49.99048888888889,,
730,1460,50.05681111111112,,
731,1462,50.2058,,
732,1464,50.304944444444445,,
733,1466,50.50508888888889,,
734,1468,50.70486666666667,,
735,1470,50.90304444444445,,
736,1472,50.98518888888889,,
737,1474,51.06707777777778,,
738,1476,51.20184444444445,,
739,1478,51.25472222222223,,
740,1480,51.36694444444445,,
741,1482,51.4846,,
742,1484,51.60164444444445,,
743,1486,51.63311111111111,,
744,1488,51.75105555555556,,
745,1490,51.86566666666667,,
746,1492,51.899633333333334,,
747,1494,51.99586666666667,,
748,1496,52.03085555555556,,
749,1498,52.13192222222222,9.0,9
750,1500,52.18006666666667,,
751,1502,52.29612222222222,,
752,1504,52.49858888888889,,
753,1506,52.695822222222226,,
754,1508,52.895244444444444,,
755,1510,52.97938888888889,,
756,1512,53.01115555555556,,
757,1514,53.10926666666667,,
758,1516,53.224900000000005,,
759,1518,53.25913333333334,,
760,1520,53.32347777777778,,
761,1522,53.35828888888889,,
762,1524,53.408744444444444,,
763,1526,53.45726666666667,,
764,1528,53.490433333333335,,
765,1530,53.54112222222223,,
766,1532,53.58978888888889,,
767,1534,53.62524444444445,,
768,1536,53.67571111111111,,
769,1538,53.72258888888889,,
770,1540,53.75607777777778,,
771,1542,53.80918888888889,,
772,1544,53.85554444444445,,
773,1546,53.89602222222222,,
774,1548,53.9437,,
775,1550,54.001355555555556,,
776,1552,54.02335555555556,,
777,1554,54.05717777777778,,
778,1556,54.10552222222223,,
779,1558,54.155166666666666,,
780,1560,54.188344444444446,,
781,1562,54.23956666666667,,
782,1564,54.28662222222223,,
783,1566,54.32158888888889,,
784,1568,54.37392222222223,,
785,1570,54.406733333333335,,
786,1572,54.450633333333336,,
787,1574,54.48797777777778,,
788,1576,54.519600000000004,,
789,1578,54.552844444444446,,
790,1580,54.60895555555556,,
791,1582,54.63874444444445,,
792,1584,54.68487777777778,,
793,1586,54.738233333333326,,
794,1588,54.78421111111111,,
795,1590,54.83292222222222,,
796,1592,54.87142222222222,,
797,1594,54.923544444444445,,
798,1596,54.961022222222226,,
799,1598,55.00033333333334,,
800,1600,55.049622222222226,,
801,1602,55.083644444444445,,
802,1604,55.1338,,
803,1606,55.18364444444445,,
804,1608,55.21666666666667,,
805,1610,55.281755555555556,,
806,1612,55.3149,,
807,1614,55.38214444444445,,
808,1616,55.41647777777778,,
809,1618,55.547111111111114,,
810,1620,55.58201111111112,,
811,1622,55.71377777777778,3.0,3
812,1624,55.83201111111112,,
813,1626,55.945422222222234,,
814,1628,55.99373333333334,,
815,1630,56.02793333333334,,
816,1632,56.0608,,
817,1634,56.09702222222222,,
818,1636,56.130788888888894,,
819,1638,56.16347777777778,,
820,1640,56.19943333333334,,
821,1642,56.22765555555556,,
822,1644,56.26016666666667,,
823,1646,56.296033333333334,,
824,1648,56.32816666666667,,
825,1650,56.36226666666667,,
826,1652,56.39575555555556,,
827,1654,56.429566666666666,2.0,2
828,1656,56.4628,2.0,2
829,1658,56.49342222222222,,
830,1660,56.52834444444445,,
831,1662,56.56088888888889,,
832,1664,56.592622222222225,,
833,1666,56.628322222222224,,
834,1668,56.66184444444445,,
835,1670,56.6953,,
836,1672,56.72488888888889,,
837,1674,56.761,,
838,1676,56.79246666666667,,
839,1678,56.82732222222222,2.0,2
840,1680,56.860488888888895,,
841,1682,56.89438888888889,,
842,1684,56.95682222222222,,
843,1686,56.9943,,
844,1688,57.033388888888894,,
845,1690,57.05548888888889,,
846,1692,57.08813333333334,,
847,1694,57.12096666666667,,
848,1696,57.20503333333333,,
849,1698,57.238400000000006,,
850,1700,57.34016666666667,,
851,1702,57.37017777777778,,
852,1704,57.47067777777778,,
853,1706,57.573344444444444,,
854,1708,57.70543333333334,,
855,1710,57.83876666666667,,
856,1712,57.95427777777778,,
857,1714,57.98838888888889,,
858,1716,58.15755555555556,,
859,1718,58.20354444444445,,
860,1720,58.31982222222222,,
861,1722,58.43705555555556,,
862,1724,58.568044444444446,,
863,1726,58.60443333333333,,
864,1728,58.7342,,
865,1730,58.850011111111115,,
866,1732,58.97407777777778,,
867,1734,59.01705555555556,,
868,1736,59.15014444444445,,
869,1738,59.216211111111114,,
870,1740,59.4003,,
871,1742,59.59907777777778,,
872,1744,59.79755555555556,,
873,1746,59.91325555555556,,
874,1748,59.99406666666667,,
875,1750,60.09603333333334,,
876,1752,60.194544444444446,,
877,1754,60.392966666666666,,
878,1756,60.593599999999995,,
879,1758,60.79138888888889,,
880,1760,60.911411111111114,,
881,1762,61.00817777777778,,
882,1764,61.173033333333336,,
883,1766,61.208466666666666,,
884,1768,61.32676666666667,,
885,1770,61.35886666666667,,
886,1772,61.48762222222223,,
887,1774,61.60787777777778,,
888,1776,61.72445555555556,,
889,1778,61.85535555555556,,
890,1780,61.89058888888889,,
891,1782,62.006211111111114,,
892,1784,62.120111111111115,,
893,1786,62.219322222222225,,
894,1788,62.31955555555556,,
895,1790,62.51986666666667,,
896,1792,62.72123333333334,,
897,1794,62.93932222222222,,
898,1796,63.017611111111115,,
899,1798,63.14906666666667,,
900,1800,63.249544444444446,,
901,1802,63.38035555555556,,
902,1804,63.416333333333334,,
903,1806,63.484700000000004,,
904,1808,63.53194444444445,,
905,1810,63.57983333333333,,
906,1812,63.645588888888895,,
907,1814,63.682900000000004,,
908,1816,63.746300000000005,,
909,1818,63.79965555555556,,
910,1820,63.84736666666667,,
911,1822,63.96243333333334,,
912,1824,63.99496666666667,,
913,1826,64.11213333333333,,
914,1828,64.21304444444445,,
915,1830,64.263,,
916,1832,64.38036666666667,,
